contig_id,real_len,pred_class,reliability,prob_bacteria,prob_phage,prob_eukarya,prob_archaea,prob_plasmid,prob_virus
NC_004157.1,1716,virus,0.9994767308235168,0.019963,0.033799,0.025470,0.051195,0.016627,0.852947
NC_003449.1,1421,virus,0.9995357990264893,0.024575,0.100501,0.107051,0.029714,0.030553,0.707605
NC_003731.1,1900,virus,0.9997935891151428,0.035794,0.175794,0.059573,0.118102,0.042331,0.568406
NC_003732.1,1936,virus,0.9995799660682678,0.034967,0.031958,0.363619,0.030198,0.031040,0.508219
NC_003733.1,1801,bacteria,0.9999786615371704,0.512914,0.040014,0.228547,0.029567,0.084332,0.104626
NC_003021.1,1792,eukarya,0.9999469518661499,0.249884,0.074821,0.301579,0.038837,0.185010,0.149869
NC_003022.1,1501,virus,0.9999818801879883,0.029581,0.353348,0.061752,0.041956,0.128493,0.384870
NC_003023.1,1332,plasmid,0.9999575614929199,0.051712,0.300845,0.053600,0.033826,0.495649,0.064367
NC_003024.1,1187,virus,0.999916672706604,0.018824,0.198110,0.088927,0.031590,0.033430,0.629120
NC_003011.1,1783,virus,0.9998090863227844,0.027750,0.377627,0.041087,0.032563,0.035004,0.485969
NC_003012.1,1391,phage,0.9985430240631104,0.226754,0.360776,0.047799,0.036327,0.183982,0.144361
NC_003013.1,1250,virus,0.9999445676803589,0.033306,0.302674,0.051366,0.038387,0.033398,0.540869
NC_003014.1,1141,phage,0.9998791217803955,0.061159,0.476266,0.043112,0.035008,0.056519,0.327935
NC_003710.1,1781,phage,0.9997304081916809,0.044854,0.674914,0.151058,0.031394,0.052771,0.045009
NC_003711.1,1611,eukarya,0.9980365633964539,0.012733,0.017237,0.918676,0.014832,0.013043,0.023478
NC_002797.1,1787,phage,0.9996402263641357,0.070313,0.574698,0.113152,0.030081,0.081248,0.130508
NC_002800.1,1585,phage,0.9983680844306946,0.059885,0.643525,0.125048,0.033906,0.092577,0.045060
NC_003466.1,1871,virus,0.9704065918922424,0.010487,0.011148,0.010012,0.008991,0.009603,0.949760
NC_004189.1,1880,bacteria,0.9996084570884705,0.384872,0.104476,0.057839,0.037525,0.337535,0.077753
NC_002561.1,1859,phage,0.999943733215332,0.130922,0.376225,0.027925,0.048149,0.075539,0.341241
NC_002562.1,1776,phage,0.9997014403343201,0.100993,0.391979,0.035044,0.033309,0.117005,0.321670
NC_002563.1,1234,virus,0.9998891353607178,0.068529,0.225892,0.028774,0.036275,0.050109,0.590420
NC_002564.1,1157,virus,0.9993810653686523,0.019384,0.121423,0.077451,0.023222,0.018484,0.740036
NC_002691.1,1336,phage,0.9999065399169922,0.021569,0.886785,0.015099,0.022277,0.034338,0.019932
NC_004215.1,1947,virus,0.9999656677246094,0.027083,0.063610,0.047035,0.029907,0.022910,0.809455
NC_004216.1,1670,virus,0.9999898672103882,0.014621,0.070160,0.072512,0.020341,0.024436,0.797929
NC_004220.1,1716,phage,0.9999057054519653,0.102261,0.621737,0.030444,0.030393,0.096811,0.118354
NC_004221.1,1671,phage,0.999944806098938,0.141651,0.461508,0.042346,0.047160,0.070730,0.236606
NC_003692.1,1311,phage,0.9988793730735779,0.023545,0.810572,0.026714,0.022716,0.021506,0.094947
NC_004202.1,1101,phage,0.9999656677246094,0.215058,0.596430,0.032673,0.042026,0.067434,0.046380
NC_004203.1,1119,phage,0.9999717473983765,0.033704,0.876440,0.014494,0.022178,0.019568,0.033616
NC_004204.1,1136,eukarya,0.9998817443847656,0.029303,0.150243,0.663329,0.026790,0.025322,0.105013
NC_004207.1,1054,bacteria,0.9999314546585083,0.522974,0.138735,0.053519,0.043467,0.098375,0.142931
NC_004208.1,1114,eukarya,0.999948263168335,0.248084,0.094711,0.267512,0.038353,0.164753,0.186587
NC_004209.1,1259,virus,0.9999849796295166,0.051641,0.207068,0.034717,0.035930,0.036691,0.633953
NC_004180.1,1884,virus,0.9984409213066101,0.010671,0.025608,0.026511,0.015153,0.017330,0.904727
NC_003769.1,1162,bacteria,0.9999727010726929,0.398950,0.307447,0.099819,0.044661,0.097867,0.051256
NC_003770.1,1938,eukarya,0.9986652135848999,0.016545,0.014802,0.905769,0.016024,0.024354,0.022506
NC_003758.1,1914,virus,0.9999567270278931,0.023365,0.020853,0.071552,0.021241,0.023094,0.839894
NC_001782.1,1801,eukarya,0.9997661709785461,0.116241,0.220842,0.340534,0.107412,0.066553,0.148418
NC_003516.1,1774,virus,0.9702712297439575,0.012774,0.019465,0.030343,0.014890,0.015526,0.907003
NC_003517.1,1465,virus,0.9990288019180298,0.009949,0.021266,0.016329,0.009276,0.009775,0.933404
NC_003763.1,1579,virus,0.9999566078186035,0.021210,0.043615,0.076823,0.021039,0.020957,0.816356
NC_003764.1,1397,eukarya,0.9981846213340759,0.039934,0.373693,0.392720,0.071843,0.038961,0.082850
NC_003765.1,1224,eukarya,0.9999759197235107,0.024405,0.052873,0.595135,0.027589,0.026411,0.273588
NC_003766.1,1163,virus,0.9998931884765625,0.036862,0.073961,0.097340,0.024931,0.025855,0.741051
NC_003767.1,1036,plasmid,0.9957784414291382,0.218212,0.110839,0.125425,0.174330,0.317915,0.053279
NC_003768.1,1066,eukarya,0.9987012147903442,0.017166,0.015357,0.912743,0.014990,0.014296,0.025448
NC_003757.1,1132,eukarya,0.9987918734550476,0.020320,0.036041,0.881968,0.015593,0.022899,0.023179
NC_003760.1,1578,eukarya,0.9998492002487183,0.024273,0.034425,0.751527,0.027248,0.039882,0.122644
NC_003513.1,1320,virus,0.99930739402771,0.012406,0.026013,0.017278,0.015140,0.017211,0.911951
NC_003885.1,1645,phage,0.9997784495353699,0.027744,0.833286,0.031054,0.021592,0.025449,0.060874
NC_003886.1,1445,phage,0.9997628331184387,0.023409,0.727081,0.097765,0.025021,0.026505,0.100220
NC_003660.1,1994,virus,0.9999396800994873,0.041894,0.190618,0.021185,0.026892,0.039081,0.680331
NC_003661.1,1640,virus,0.9999682903289795,0.016203,0.066230,0.021578,0.016070,0.020862,0.859057
NC_003653.1,1802,phage,0.9999005794525146,0.025051,0.801341,0.024044,0.028462,0.018795,0.102307
NC_003652.1,1430,virus,0.9995662569999695,0.026397,0.337582,0.052808,0.034985,0.035247,0.512981
NC_001557.1,1239,virus,0.5142971277236938,0.069997,0.148056,0.234767,0.039334,0.031341,0.476504
NC_003631.1,1168,phage,0.9202737212181091,0.026124,0.912703,0.012120,0.015486,0.018108,0.015458
NC_002018.1,1413,archaea,0.993463933467865,0.094077,0.040279,0.039733,0.723899,0.079355,0.022656
NC_002019.1,1565,virus,0.9732921123504639,0.011166,0.009923,0.010046,0.009531,0.011642,0.947693
NC_002207.1,1882,virus,0.9994233846664429,0.135654,0.053988,0.058029,0.151657,0.033291,0.567382
NC_002208.1,1841,virus,0.9988577365875244,0.028615,0.019405,0.021963,0.034451,0.013266,0.882300
NC_002209.1,1557,phage,0.9995583891868591,0.038439,0.363593,0.145026,0.062589,0.034387,0.355966
NC_002210.1,1191,archaea,0.9999001026153564,0.073035,0.184497,0.248989,0.277283,0.039983,0.176214
NC_002211.1,1096,phage,0.9990636706352234,0.091025,0.343656,0.125499,0.280092,0.062582,0.097146
NC_003807.1,1449,eukarya,0.8771663308143616,0.041473,0.094439,0.608741,0.032658,0.024361,0.198328
NC_003531.1,1403,phage,0.9946957230567932,0.017635,0.844199,0.048819,0.024467,0.020899,0.043981
NC_004144.1,1400,phage,0.9986248016357422,0.106141,0.523716,0.108798,0.045978,0.111996,0.103371
NC_004145.1,1305,virus,0.999915361404419,0.060982,0.104218,0.046778,0.034398,0.052227,0.701397
NC_003775.1,1448,phage,0.9515494704246521,0.089650,0.672542,0.062658,0.030268,0.079704,0.065179
NC_003670.1,1799,virus,0.9885962605476379,0.018285,0.084505,0.020809,0.017498,0.022363,0.836539
NC_002037.1,1399,virus,0.9998319149017334,0.023510,0.206582,0.031815,0.020622,0.031171,0.686301
NC_002017.1,1778,archaea,0.9969978332519531,0.027435,0.035393,0.024588,0.837181,0.020448,0.054955
NC_002016.1,1027,eukarya,0.9893524050712585,0.033870,0.050417,0.514229,0.189839,0.053357,0.158288
